species,tissue_class,cell_type,cell_name,geneSymbol,PMID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human,Kidney,Normal cell,B cell,"ABCB4, ABCB9, ABHD10, ACAD10, ACBD3, ACP5, ACSM2A, ACSM2B, ADAM19, ADAM28, AFF3, AHCYL1, AIDA, AIM2, AKAP12, AKAP8L, AKR1C1, NA, ALG14, ALG8, ALKBH7, ALPL, AMN1, AMT, ANAPC5, ANK2, ANKHD1, ANKRD13A, AP1B1, APOM, APPL1, AQP7, ARHGAP24, ARID5B, ARL3, ARSA, ASB13, ASB15, ATF7IP2, ATG101, ATP2A3, ATP2B1, ATP6V0A1, ATRX, AVP, B3GALT6, BACH2, BAK1, BANK1, BASP1, BCAS4, BCL11A, BCL2L11, BCL7A, BEND5, BET1L, BHLHE41, BICD1, BIRC3, BLK, BLNK, BMP2K, BMP8B, BTK, BTLA, BTNL9, C11orf24, C12orf42, NA, C15orf65, C16orf74, C16orf87, C1GALT1, NA, NA, C2orf88, C6orf48, CA2, CACNB4, CALB1, CAMK1D, CAPG, CASP2, CAV1, CBWD5, CBX7, CCDC191, CCDC50, CCDC81, CCNB1, CCNB1IP1, CCNI, CCR10, CCR7, CCS, CD180, CD19, CD200, CD22, CD24, CD27, CD37, CD40, CD52, CD74, CD79A, CD79B, CD82, CD83, CDCA7L, CDHR5, CDK14, CENPM, CEP120, CEP295, CFI, NA, CHAC2, CHMP7, CHPF, CHPT1, CHTF8, CIITA, CINP, CKAP4, CLDN10, CLECL1, CLPTM1L, CNKSR1, CNPY3, CNR1, CNR2, COA5, COBLL1, COCH, COL19A1, COL4A4, COQ4, CPNE5, CR1, CSNK1E, NA, CTGF, CTSH, CTXN3, CUL4B, CXCR4, CXCR5, CXXC5, CYB561A3, CYB5RL, CYFIP2, CYSLTR1, DAAM1, DAPP1, DAXX, DDAH2, DDC, DDX11, DDX3X, DENND5B, DERL3, DGKD, DHTKD1, DHX29, DLAT, DMTN, DNAJC10, DNAJC5B, DNAJC9, DNAL1, DPAGT1, DPY30, DRAM2, DUSP22, E2F5, EBF1, NA, ECE1, ECSIT, EEF1B2, EEF1G, EFHC1, EGFL7, EGLN1, EHHADH, EHMT1, EIF1AY, EIF3F, EIF4B, EMC9, ENAM, EPN2, ERN2, ERO1B, EVI2B, EXOSC10, EZR, FA2H, FAM111B, FAM129C, NA, FAM177B, FAM213A, NA, FAM3C, FBL, FBXO3, FCER2, FCGR2B, FCHSD2, FCMR, FCRL1, FCRL2, FCRL5, FCRLA, FFAR1, FGB, FGD2, FUT8, GAPT, GEMIN7, GEMIN8, GEN1, GGA2, GH1, GLDC, GLO1, NA, GMDS, GMPPB, GNB5, GNG3, GNG7, GOLPH3L, GPC3, GPD1, GPR160, GPR183, GPRC5D, GRAP, GRB2, GTF2H5, GUCD1, HADHB, HCCS, HDAC9, HHEX, HIST1H3J, HIST1H4C, HLA-DMA, HLA-DMB, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DQB2, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-E, HMGB3, HOXB6, HSP90AB1, HSPA13, HVCN1, HYI, IARS, ID3, IFI27L1, NA, IFNGR2, IFRD2, IFT57, IGF1, IGFBP4, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, IGLL1, IGLL5, NA, NA, NA, NA, IL13RA1, IL2RA, IL7, ING5, IRF8, ISG20, ITM2C, ITSN2, JCHAIN, JUP, KCNK5, KCNN3, KCNN4, KDM5D, KHDRBS2, NA, NA, KIF12, KIZ, KLF13, KLHL14, KLHL5, LAGE3, LAMC1, LAMP5, LAPTM5, LARP6, LDHD, LEMD3, LGALS3BP, LGMN, LGR4, LHPP, LRMP, NA, LRRC4C, LRWD1, LSM12, LSM7, LTB, LY86, LY9, LYL1, LYPLA1, LYPLAL1, LYRM4, MACROD2, MAN1A1, NA, MBD4, MCEE, MED22, MED31, MEF2A, MEF2C, METTL17, METTL25, METTL8, MICAL3, MIXL1, NA, MMP7, MOB3B, MORN2, MOXD1, MPZL1, MRPL24, MRPS16, MRPS2, MRPS25, MRPS27, MS4A1, MSL3, MT1E, MTCH2, MTHFD2L, MYBL2, MYC, MYCBP2, MYO1D, MZB1, NAA50, NAP1L1, NAPSA, NBEAL1, NCF1, NCF4, NCOA3, NDUFAF6, NEK6, NEK8, NEK9, NFKB2, NFKBID, NFKBIE, NGLY1, NIFK, NIPAL4, NKX6-2, NME4, NME7, NOC3L, NPIPB15, NR3C2, NSA2, NT5DC2, NT5E, NUDT6, NUP88, NUS1, NXPH4, OAS1, ODC1, ORAI2, ORC4, OSBPL10, NA, OXCT1, P2RX5, PARP1, PARP14, PAWR, PAX5, PCDH9, PCMTD1, PDLIM1, PFN2, PGM3, PHACTR1, PHGDH, PIGR, PIM3, PIP5K1B, PKHD1L1, PKIG, PLEKHF2, PLEKHG1, PLEKHG7, PLIN5, PLP2, PLPP5, PNISR, PNOC, POU2AF1, POU2F2, PPM1K, PRCC, PRDM2, PRELID3B, PRMT1, PRODH2, PSENEN, PTGES2, PTOV1, PTPN6, PTPRK, PXK, PYCR1, QPRT, QRSL1, QTRT1, R3HDM4, RAB30, RAB3GAP1, RABEP1, RABEP2, RAD17, RAD50, RALGPS2, RAPGEF5, RASGRP3, RASSF6, RB1, RBBP7, RCL1, RCSD1, REPS2, REXO1, RGMB, RHBDD1, RHCG, RHOH, RIC3, RNASEH2B, RNASET2, RNF170, RNF25, RNGTT, RPL17, RPL22L1, RRAGC, RUNDC1, RUVBL1, SAC3D1, SCAF4, NA, SCIMP, SCPEP1, SDHB, SEC62, SEL1L3, SELENBP1, SELL, NA, NA, SERTAD2, SESTD1, NA, SGSM3, SH2B2, SHMT2, SHPRH, SIPA1L3, SIRT3, SLC1A4, SLC22A7, SLC25A32, SLC2A11, SLC2A6, SLC35B2, SLC35F2, SLC37A4, SLC44A1, SLC6A19, SLC7A9, SMARCB1, SMC6, SMCHD1, SMDT1, SMIM14, NA, NA, SNRNP70, SNTA1, SNX2, SNX22, SNX29, SOBP, SORD, SOWAHD, SP100, SP110, SP140, SP140L, SPATC1L, SPATS2, SPIB, SPINT2, SRM, NA, SSPN, ST6GAL1, ST6GALNAC4, STAG3, STAP1, STEAP1B, STRADB, STRBP, STX7, SUCLA2, SUCO, SWAP70, SYK, SYNGR2, SYNPO, SYPL1, SYVN1, TAF1D, TAF7, TASP1, TCEA1, NA, TCF19, TCF3, TCF4, TCL1A, TCOF1, TEFM, TEX9, TFEB, THY1, TIFA, TIMD4, TIMM9, TKFC, TLE1, TLR10, TMEM154, TMEM156, TMEM243, TMUB2, TNFAIP8, TNFRSF13B, TNFRSF13C, TNFRSF17, TP53INP1, TPD52, TRAF3, TRAF5, TRAM2, TRAPPC8, TRIM38, TRIP11, TSHR, TSPAN1, TSPAN13, TSPAN3, TTC14, TTC37, TTN, TXNDC11, TXNDC5, UBE2J1, UBE2N, UGT2A1, UHRF1, UPF2, UQCRH, USO1, USP8, UVRAG, NA, VOPP1, VPREB3, WBP1, NA, WDFY4, WDR34, WDR4, WFDC2, WFS1, WNT16, XPNPEP2, YPEL3, ZBP1, ZBTB32, ZCCHC7, ZDHHC21, NA, ZNF107, ZNF254, ZNF532, ZNF581, ZNF791, ZNF860, ZNF92",30093597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human,Kidney,Normal cell,Mast cell,"ABCA1, NA, ACSL4, ADCYAP1, ADIRF, ADRB2, ALOX5, ALOX5AP, ANXA4, AREG, ARHGAP18, ASAH1, ASIC4, BACE2, BEX1, BTK, NA, NA, CADPS, CALB2, CAPG, CAPN3, CD69, CD82, CD9, CDK15, CLU, CMA1, CNRIP1, COL13A1, CPA3, CPM, CSF1, CST3, CTSG, CTTNBP2, DDX1, DHRS9, DLC1, EFHC2, EGR1, ENPP3, FCER1A, GATA2, GCSAML, GMPR, GPR35, HDC, HEY1, HMGCS2, HPGD, HPGDS, HRASLS5, NA, NA, NA, IL1RL1, KIT, KRT1, LAPTM4A, LGALS12, LIF, LMNA, LRRC75A, LTC4S, MAGEB2, MAML1, MAOB, MBOAT7, MLPH, MS4A2, MT1F, NDEL1, NDRG2, NECAB2, NFKBIA, NFKBIZ, NOV, NSG1, NTRK1, PAK1, PIK3R6, PLGRKT, PMP22, PRDX6, PTGS1, PTGS2, RAB34, RGS13, RHBDD2, RHOH, RNF130, NA, NA, NA, NA, NA, NA, NA, SIGLEC8, SLC18A2, SLC45A3, SMYD3, STX3, STXBP6, SVOPL, TAL1, TIMP3, TMEM174, NA, TMEM233, TMEM246, TMOD1, TPSAB1, TPSB2, TPSD1, TSC22D1, TSPYL2, TTC39B, VWA5A, VWC2, NA",30093597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human,Kidney,Cancer cell,Plasma cell,"NA, NA, NA, BRSK1, CD79A, CPNE5, DERL3, ENAM, FCRL5, FKBP11, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, IGLL1, IGLL5, NA, NA, IL5RA, JCHAIN, JSRP1, NA, KIF19, LCN8, NA, MEI1, NA, MUC20, MZB1, PARM1, PIM2, PKHD1L1, PNOC, POU2AF1, NA, NA, NA, NA, NA, S100A8, S100A9, SDC1, TAS1R3, TNFRSF13C, TNFRSF17",30093597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human,Kidney,Cancer cell,B cell,"ABCB4, ACSM3, ADAM28, AFF3, AFF4, AIDA, AIM2, ANKRD13A, ANKRD44, AP1S3, ARHGAP24, ARID5B, ATP2B1, BACH2, BANK1, BCAS4, BCL11A, BCL7A, BEND5, BIRC3, BLK, BLNK, BTLA, C16orf74, C17orf67, NA, CBFA2T3, CCDC191, CCR6, CCR7, CCSER1, CD19, CD200, CD22, CD24, CD37, CD40, CD52, CD55, CD69, CD74, CD79A, CD79B, CD83, CDCA7L, CEPT1, CERS4, CHD7, COBLL1, COL19A1, COL4A4, COL9A3, CPNE5, CR2, CSNK1G3, NA, CXCR4, CXCR5, CXXC5, CYB561A3, CYFIP2, DAPP1, DHTKD1, DRAM2, EAF2, EBF1, NA, EEF1B2, EEF2, ERP29, FAM129C, FAM177B, NA, FCER2, FCMR, FCRL1, FCRL2, FCRL5, FCRLA, NA, GALNTL6, GLRA3, NA, GNB5, GNG7, GPM6A, GPR18, GPR183, HHEX, HIP1R, HLA-DMA, HLA-DMB, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB5, HRK, HSH2D, HVCN1, ID3, IFT57, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, IGLL5, IL12A, IL6, INPP5D, INTU, IRF8, ISG20, JADE3, JCHAIN, KHDRBS2, KLF2, LCN8, LTB, LY9, LYN, NA, MARCKSL1, MDS2, MEF2C, MFN1, MGAT5, MICAL3, MS4A1, MTRNR2L8, MTSS1, MYC, NCF1, NFKBID, NPM1, NR4A1, NT5E, NUAK2, OAZ1, ODC1, ORAI2, OSBPL10, NA, P2RX5, NA, PARP1, PARP15, PAWR, PAX5, PCDH9, PDLIM1, PEG10, PHACTR1, PKHD1L1, PKIG, PLAC8, PLEKHF2, PLEKHG7, PNOC, POU2AF1, POU2F2, PPM1K, PRCD, PRDM2, PRDM4, PRKCB, PTPRK, QRSL1, RAB30, RALGPS2, RASGRP2, RASGRP3, RASSF6, RCSD1, RHOBTB2, RIC3, RNASE6, RNASET2, RPL22, RPL22L1, RPS11, RPS13, RRAS2, SAV1, SC5D, SCIMP, SEL1L3, SELL, SEMA4B, SETBP1, SHISA8, SIDT1, SIDT2, SMARCB1, SMC6, SMIM14, NA, NA, SNN, SNX2, SNX22, SNX29, SOBP, SP110, SP140, SPIB, SSPN, ST6GAL1, STAG3, STAP1, STEAP1B, STRBP, STX7, SWAP70, SYPL1, TAGAP, TCF4, TCL1A, TCOF1, TFEB, TIPIN, TLE1, TLR10, TMEM154, TMEM243, TNFRSF13B, TNFRSF13C, TPD52, TSPAN13, UGT8, UVRAG, VPREB3, ZBED5, ZDHHC21, ZNF107, ZNF296, ZNF532, ZNF860, ZNF90",30093597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human,Kidney,Cancer cell,Neutrophil,"ABHD5, ADGRG3, ADM, ALPL, ANP32A, ANXA3, AQP9, ARG1, BCL2A1, BTNL8, CDA, CEBPB, CLEC4D, CLEC4E, CMTM2, CSF3R, NA, CXCL1, CXCL8, CXCR1, CXCR2, DGAT2, DRC1, FCGR3B, FOS, FPR1, FPR2, FTL, G0S2, GCA, NA, HCAR2, HCAR3, IFITM2, IGSF6, IL1R2, IL1RN, KCNJ15, KRT23, NA, LINC00694, NA, NA, LRG1, LST1, NA, MCEMP1, MMP9, MNDA, MSRB1, MXD1, NAMPT, NFE4, ORM1, OSM, PADI4, PELI1, PGLYRP1, PI3, PROK2, PTGS2, QPCT, RGS2, ROPN1L, NA, NA, S100A11, S100A12, S100A8, S100A9, S100P, SAT1, SDCBP, SELL, SLC25A37, SOD2, ST20, TGM3, TNFAIP6, TNFRSF10C, TREM1, TYROBP, USP10, VNN2",30093597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone marrow,Normal cell,Hematopoietic progenitor cell,"Kit, Cd34, Flt3, Ly6a",27365425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone marrow,Normal cell,Hematopoietic stem cell,"Kit, Cd34, Flt3, Ly6a",27365425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone marrow,Normal cell,Progenitor cell,"Kit, Slamf1, Cd34, Cd48, Flt3, Ly6a",27365425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone marrow,Normal cell,Multipotent progenitor cell,"Kit, Fcgr3, Cdh1, Cd34, Ly6a",27365425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone marrow,Normal cell,Long-term hematopoietic stem cell,"Cish, Esam, F11r, Mmrn1, Procr, Scarf1, Tgm2, Tie1, Tinagl1, Trpc6",27365425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone marrow,Normal cell,Megakaryocyte-erythroid progenitor,"Abcg4, Add2, Col5a1, Hba-a1, Paqr9, Pklr, Prss50, Smim1, Snca, Sptb",27365425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Lung,Normal cell,Type I pneumocyte,"Ager, Agrn, Ahnak, Akap2, Akap5, Aqp5, Cav1, Clic5, Col4a3, Dpysl2, Emp2, Hopx, Lgals3, Limch1, Lmo7, NA, Msn, Pdpn, Pmp22, Cavin1, Qk, Rtkn2, S100a14, S100a6, Samhd1, Cavin2, Sema3a, Timp3, Tinagl1, Vegfa",24739965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Lung,Normal cell,Type II pneumocyte,"Bex2, Cd36, Chil1, Chsy1, Cxcl15, Dlk1, Egfl6, Etv5, Fabp12, Fabp5, Fasn, Glrx, Hc, Il33, Lamp3, Lcn2, Lgi3, Lyz1, Lyz2, Mid1ip1, Mlc1, Rab27a, Retnla, S100g, Scd1, Sftpa1, Sftpb, Sftpc, Slc34a2, Soat1",24739965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Lung,Normal cell,Clara cell,"1810010H24Rik, Aldh1a7, Cbr2, Ccnd1, Ccnd2, Cd200, Chad, Col23a1, Cyp2f2, Dcxr, Gsta3, Hp, Itm2a, Iyd, Kdr, Krt15, Lypd2, Mia, Mtus1, Nrarp, Nupr1, Osgin1, Pir, Plpp3, Rassf9, Scgb1a1, Scgb3a2, Tacstd2, Upk3a",24739965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Lung,Normal cell,Ciliated cell,"1700007G11Rik, Lrrc74b, 6820408C15Rik, 1110017D15Rik, Ccdc113, Cfap45, Ccdc39, Ccdc40, Deup1, Dnph1, Efhc1, Enkur, Fank1, Cfap126, Foxj1, Hs6st2, Kif9, Lrrc23, Lrrc36, Lrriq1, Mcidas, Mlf1, Ncs1, Spag17, Stk33, Tekt4, Traf3ip1, Cfap70, Cfap52",24739965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone,Normal cell,Macrophage and dendritic cell precursor cell,"Csf1r, Flt3, Cx3cr1",27580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone,Normal cell,Hematopoietic stem cell,"Btg2, Ctla2a, Egr1, Fosb, Gata2, Gm17757, Hlf, Ikzf2, Mecom, Meis1, Mpl, Pbx1, Pigr, Cavin1, Satb1, Sox4, Tsc22d1",27580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone,Normal cell,Dendritic cell,"Batf3, Ifi205, Mycl, Slamf7",27580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone,Normal cell,Monocyte,"Ctss, Cybb, Irf8, Ly6a, Slpi",27580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone,Normal cell,Myeloid progenitor cell,"Kcnip3, Med21, Sgms2, Tfec",27580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone,Normal cell,Granulocyte,"Camp, Cebpe, Chd7, Far2, Gfi1, Lyz1, NA, Prkcb, S100a8, Tanc1, Tmem53, Trem3",27580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone,Normal cell,Red blood cell (erythrocyte),"Car1, Clec4d, Gata1, Gfi1b, Klf1, Mfsd2b, Nfia, Slc45a3",27580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,Bone,Normal cell,Hematopoietic stem cell progenitor cell,"Alox5, Csf1, Egr1, Fos, Gata1, Gata2, Gfi1b, Ikzf2, Jun",27580035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
